"artifact","name","version","moduleUrl","moduleLicense","moduleLicenseUrl","projectUrl",
"org.apache.lucene:lucene-spatial:6.6.0","lucene-spatial","6.6.0",,"The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.apache.lucene:lucene-spatial-extras:6.6.0","lucene-spatial-extras","6.6.0",,"The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.apache.lucene:lucene-spatial3d:6.6.0","lucene-spatial3d","6.6.0",,"The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.apache.lucene:lucene-suggest:6.6.0","lucene-suggest","6.6.0",,"The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.apache.poi:poi:3.17","poi","3.17","http://poi.apache.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://poi.apache.org/",
"org.apache.poi:poi-ooxml:3.17","poi-ooxml","3.17","http://poi.apache.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://poi.apache.org/",
"org.apache.poi:poi-ooxml-schemas:3.17","poi-ooxml-schemas","3.17","http://poi.apache.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://poi.apache.org/",
"org.apache.poi:poi-scratchpad:3.17","poi-scratchpad","3.17","http://poi.apache.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://poi.apache.org/",
"org.apache.shiro:shiro-core:1.2.3","shiro-core","1.2.3","http://www.apache.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.apache.shiro:shiro-web:1.2.3","shiro-web","1.2.3","http://www.apache.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.apache.tomcat:tomcat-jdbc:8.5.9","tomcat-jdbc","8.5.9","http://tomcat.apache.org/","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://tomcat.apache.org/",
"org.apache.tomcat:tomcat-juli:8.5.9","tomcat-juli","8.5.9","http://tomcat.apache.org/","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://tomcat.apache.org/",
"org.apache.xmlbeans:xmlbeans:2.6.0","xmlbeans","2.6.0","http://xmlbeans.apache.org","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://xmlbeans.apache.org",
"org.assertj:assertj-core:3.6.2","assertj-core","3.6.2","joel-costigliola.github.io/assertj/index.html","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.bouncycastle:bcpkix-jdk15on:1.55","bcpkix-jdk15on","1.55","http://www.bouncycastle.org/java.html","Bouncy Castle Licence","http://www.bouncycastle.org/licence.html","http://www.bouncycastle.org/java.html",
"org.bouncycastle:bcprov-jdk15on:1.55","bcprov-jdk15on","1.55","http://www.bouncycastle.org/java.html","Bouncy Castle Licence","http://www.bouncycastle.org/licence.html","http://www.bouncycastle.org/java.html",
"org.codehaus.groovy:groovy-all:2.4.10","groovy-all","2.4.10","http://groovy-lang.org","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://groovy-lang.org",
"org.codehaus.mojo:animal-sniffer-annotations:1.14","animal-sniffer-annotations","1.14",,"MIT license","http://www.opensource.org/licenses/mit-license.php",,
"org.codehaus.woodstox:stax2-api:3.1.4","stax2-api","3.1.4","http://wiki.fasterxml.com/WoodstoxStax2","The BSD License","http://www.opensource.org/licenses/bsd-license.php","http://wiki.fasterxml.com/WoodstoxStax2",
"org.drools:drools-compiler:7.1.0.Final","drools-compiler","7.1.0.Final","http://www.jboss.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.drools:drools-core:7.1.0.Final","drools-core","7.1.0.Final","http://www.jboss.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.eclipse.jdt.core.compiler:ecj:4.4.2","ecj","4.4.2","http://www.eclipse.org/jdt/","Eclipse Public License v1.0","http://www.eclipse.org/org/documents/epl-v10.php","http://www.eclipse.org/jdt/",
"org.eclipse.jetty:jetty-continuation:9.4.2.v20170220","jetty-continuation","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-http:9.4.2.v20170220","jetty-http","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-io:9.4.2.v20170220","jetty-io","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-security:9.4.2.v20170220","jetty-security","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-server:9.4.2.v20170220","jetty-server","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-servlet:9.4.2.v20170220","jetty-servlet","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-servlets:9.4.2.v20170220","jetty-servlets","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-util:9.4.2.v20170220","jetty-util","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-webapp:9.4.2.v20170220","jetty-webapp","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty:jetty-xml:9.4.2.v20170220","jetty-xml","9.4.2.v20170220","http://www.eclipse.org/jetty","http://www.apache.org/licenses/LICENSE-2.0, http://www.eclipse.org/org/documents/epl-v10.php",,"http://www.eclipse.org/jetty",
"org.eclipse.jetty.toolchain.setuid:jetty-setuid-java:1.0.3","jetty-setuid-java","1.0.3",,"Eclipse Public License - Version 1.0","http://www.eclipse.org/org/documents/epl-v10.php",,
"org.elasticsearch:elasticsearch:5.5.0","elasticsearch","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch:jna:4.4.0","jna","4.4.0","https://github.com/java-native-access/jna","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/java-native-access/jna",
"org.elasticsearch:securesm:1.1","securesm","1.1",,"The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.elasticsearch.client:rest:5.5.0","rest","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.client:sniffer:5.5.0","sniffer","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.client:transport:5.5.0","transport","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.client:x-pack-transport:5.5.0","x-pack-transport","5.5.0","https://github.com/elastic/x-pack-elasticsearch","Elastic Commercial Software End User License Agreement","https://www.elastic.co/eula/","https://github.com/elastic/x-pack-elasticsearch",
"org.elasticsearch.plugin:lang-mustache-client:5.5.0","lang-mustache-client","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.plugin:parent-join-client:5.5.0","parent-join-client","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.plugin:percolator-client:5.5.0","percolator-client","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.plugin:reindex-client:5.5.0","reindex-client","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.plugin:transport-netty3-client:5.5.0","transport-netty3-client","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.plugin:transport-netty4-client:5.5.0","transport-netty4-client","5.5.0","https://github.com/elastic/elasticsearch","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","https://github.com/elastic/elasticsearch",
"org.elasticsearch.plugin:x-pack-api:5.5.0","x-pack-api","5.5.0",,"Elastic Commercial Software End User License Agreement","https://www.elastic.co/eula/",,
"org.flywaydb:flyway-core:4.0.3","flyway-core","4.0.3",,"Apache License, Version 2.0","https://github.com/flyway/flyway/blob/master/LICENSE.txt",,
"org.glassfish:javax.el:3.0.0","javax.el","3.0.0","http://glassfish.org","COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0","http://opensource.org/licenses/CDDL-1.0","http://el-spec.java.net",
"org.glassfish.hk2:hk2-api:2.5.0-b32","hk2-api","2.5.0-b32","http://www.oracle.com","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html",,
"org.glassfish.hk2:hk2-locator:2.5.0-b32","hk2-locator","2.5.0-b32","http://www.oracle.com","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html",,
"org.glassfish.hk2:hk2-utils:2.5.0-b32","hk2-utils","2.5.0-b32","http://www.oracle.com","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html",,
"org.glassfish.hk2:osgi-resource-locator:1.0.1","osgi-resource-locator","1.0.1","https://glassfish.dev.java.net","CDDL + GPLv2 with classpath exception","https://glassfish.dev.java.net/nonav/public/CDDL+GPL.html",,
"org.glassfish.hk2.external:aopalliance-repackaged:2.5.0-b32","aopalliance-repackaged","2.5.0-b32","http://www.oracle.com","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html",,
"org.glassfish.hk2.external:javax.inject:2.5.0-b32","javax.inject","2.5.0-b32","http://www.oracle.com","CDDL + GPLv2 with classpath exception","https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.bundles.repackaged:jersey-guava:2.25.1","jersey-guava","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.connectors:jersey-apache-connector:2.25.1","jersey-apache-connector","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.containers:jersey-container-servlet:2.25.1","jersey-container-servlet","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.containers:jersey-container-servlet-core:2.25.1","jersey-container-servlet-core","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.core:jersey-client:2.25.1","jersey-client","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.core:jersey-common:2.25.1","jersey-common","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.core:jersey-server:2.25.1","jersey-server","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.ext:jersey-bean-validation:2.25.1","jersey-bean-validation","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.ext:jersey-declarative-linking:2.23.2","jersey-declarative-linking","2.23.2",,"CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.ext:jersey-metainf-services:2.25.1","jersey-metainf-services","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.ext.rx:jersey-rx-client:2.25.1","jersey-rx-client","2.25.1",,"CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.media:jersey-media-jaxb:2.25.1","jersey-media-jaxb","2.25.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.media:jersey-media-multipart:2.1","jersey-media-multipart","2.1","http://www.oracle.com/","CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.test-framework:jersey-test-framework-core:2.25.1","jersey-test-framework-core","2.25.1",,"CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-inmemory:2.25.1","jersey-test-framework-provider-inmemory","2.25.1",,"CDDL+GPL License","http://glassfish.java.net/public/CDDL+GPL_1_1.html",,
"org.glassfish.web:javax.el:2.2.4","javax.el","2.2.4","http://uel.java.net","CDDL + GPLv2 with classpath exception","http://glassfish.dev.java.net/nonav/public/CDDL+GPL.html","http://uel.java.net",
"org.hamcrest:hamcrest-core:1.3","hamcrest-core","1.3",,"New BSD License","http://www.opensource.org/licenses/bsd-license.php",,
"org.hdrhistogram:HdrHistogram:2.1.9","HdrHistogram","2.1.9","http://hdrhistogram.github.io/HdrHistogram/","Public Domain, per Creative Commons CC0","http://creativecommons.org/publicdomain/zero/1.0/","http://hdrhistogram.github.io/HdrHistogram/",
"org.hibernate:hibernate-core:5.2.8.Final","hibernate-core","5.2.8.Final","http://hibernate.org","GNU Lesser General Public License","http://www.gnu.org/licenses/lgpl-2.1.html","http://hibernate.org",
"org.hibernate:hibernate-entitymanager:5.2.1.Final","hibernate-entitymanager","5.2.1.Final","http://hibernate.org","GNU Lesser General Public License","http://www.gnu.org/licenses/lgpl-2.1.html","http://hibernate.org",
"org.hibernate:hibernate-validator:5.3.4.Final","hibernate-validator","5.3.4.Final",,"Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.hibernate.common:hibernate-commons-annotations:5.0.1.Final","hibernate-commons-annotations","5.0.1.Final","http://hibernate.org","GNU Lesser General Public License","http://www.gnu.org/licenses/lgpl-2.1.html","http://hibernate.org",
"org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final","hibernate-jpa-2.1-api","1.0.0.Final","http://hibernate.org","Eclipse Public License (EPL), Version 1.0","http://www.eclipse.org/legal/epl-v10.html","http://hibernate.org",
"org.jadira.usertype:usertype.core:6.0.1.GA","usertype.core","6.0.1.GA",,"Apache 2","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.jadira.usertype:usertype.spi:6.0.1.GA","usertype.spi","6.0.1.GA",,"Apache 2","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.javassist:javassist:3.20.0-GA","javassist","3.20.0-GA","http://www.javassist.org/","http://www.mozilla.org/MPL/MPL-1.1.html, http://www.gnu.org/licenses/lgpl-2.1.html, http://www.apache.org/licenses/",,"http://www.javassist.org/",
"org.jboss:jandex:2.0.3.Final","jandex","2.0.3.Final","http://www.jboss.org","Public Domain","http://repository.jboss.org/licenses/cc0-1.0.txt",,
"org.jboss.logging:jboss-logging:3.3.0.Final","jboss-logging","3.3.0.Final","http://www.jboss.org","Public Domain","http://repository.jboss.org/licenses/cc0-1.0.txt","http://www.jboss.org",
"org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.1.Final","jboss-transaction-api_1.2_spec","1.0.1.Final","http://www.jboss.org","http://repository.jboss.org/licenses/cddl.txt, http://repository.jboss.org/licenses/gpl-2.0-ce.txt",,,
"org.json:json:20090211","json","20090211","http://www.json.org/java/index.html","provided without support or warranty","http://www.json.org/license.html","http://www.json.org/java/index.html",
"org.jvnet.mimepull:mimepull:1.8","mimepull","1.8","http://www.oracle.com/","https://glassfish.java.net/public/CDDL+GPL_1_1.html, https://glassfish.java.net/public/CDDL+GPL_1_1.html",,"http://mimepull.java.net",
"org.kie:kie-api:7.1.0.Final","kie-api","7.1.0.Final","http://www.jboss.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.kie:kie-internal:7.1.0.Final","kie-internal","7.1.0.Final","http://www.jboss.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.liquibase:liquibase-core:3.5.3","liquibase-core","3.5.3","http://www.liquibase.org","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0",,
"org.mapstruct:mapstruct-jdk8:1.1.0.Final","mapstruct-jdk8","1.1.0.Final",,"The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.mvel:mvel2:2.3.0.Final","mvel2","2.3.0.Final","http://www.jboss.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://mvel.codehaus.org/",
"org.objenesis:objenesis:2.5.1","objenesis","2.5.1","http://objenesis.org","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0","http://objenesis.org",
"org.ow2.asm:asm:5.0.4","asm","5.0.4","http://asm.objectweb.org","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.postgresql:postgresql:9.4.1208.jre7","postgresql","9.4.1208.jre7","http://jdbc.postgresql.org/","The PostgreSQL License","http://www.postgresql.org/about/licence/",,
"org.reflections:reflections:0.9.10","reflections","0.9.10","http://github.com/ronmamo/reflections","WTFPL","http://www.wtfpl.net/","http://github.com/ronmamo/reflections",
"org.secnod.dropwizard:dropwizard-shiro:0.2.0","dropwizard-shiro","0.2.0","https://github.com/silb/dropwizard-shiro","Apache License 2.0","http://www.apache.org/licenses/LICENSE-2.0.html","https://github.com/silb/dropwizard-shiro",
"org.secnod.shiro:shiro-jersey:0.2.0","shiro-jersey","0.2.0","https://github.com/silb/shiro-jersey","Apache License 2.0","http://www.apache.org/licenses/LICENSE-2.0.html","https://github.com/silb/shiro-jersey",
"org.slf4j:jcl-over-slf4j:1.7.24","jcl-over-slf4j","1.7.24","http://www.slf4j.org","MIT License","http://www.opensource.org/licenses/mit-license.php","http://www.slf4j.org",
"org.slf4j:jul-to-slf4j:1.7.24","jul-to-slf4j","1.7.24","http://www.slf4j.org","MIT License","http://www.opensource.org/licenses/mit-license.php","http://www.slf4j.org",
"org.slf4j:log4j-over-slf4j:1.7.24","log4j-over-slf4j","1.7.24","http://www.slf4j.org","MIT License","http://www.opensource.org/licenses/mit-license.php","http://www.slf4j.org",
"org.slf4j:slf4j-api:1.7.25","slf4j-api","1.7.25","http://www.slf4j.org","MIT License","http://www.opensource.org/licenses/mit-license.php","http://www.slf4j.org",
"org.slf4j:slf4j-ext:1.7.25","slf4j-ext","1.7.25","http://www.slf4j.org","MIT License","http://www.opensource.org/licenses/mit-license.php","http://www.slf4j.org",
"org.slf4j:slf4j-simple:1.7.25","slf4j-simple","1.7.25","http://www.slf4j.org","MIT License","http://www.opensource.org/licenses/mit-license.php","http://www.slf4j.org",
"org.uberfire:uberfire-maven-support:1.1.0.Final","uberfire-maven-support","1.1.0.Final","http://www.jboss.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt",,
"org.yaml:snakeyaml:1.17","snakeyaml","1.17","http://www.snakeyaml.org","Apache License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://www.snakeyaml.org",
"stax:stax-api:1.0.1","stax-api","1.0.1","http://stax.codehaus.org/","The Apache Software License, Version 2.0","http://www.apache.org/licenses/LICENSE-2.0.txt","http://stax.codehaus.org/",
"xmlpull:xmlpull:1.1.3.1","xmlpull","1.1.3.1","http://www.xmlpull.org","Public Domain","http://www.xmlpull.org/v1/download/unpacked/LICENSE.txt","http://www.xmlpull.org",
"xpp3:xpp3_min:1.1.4c","xpp3_min","1.1.4c","http://www.extreme.indiana.edu/xgws/xsoap/xpp/mxp1/","Public Domain","http://creativecommons.org/licenses/publicdomain","http://www.extreme.indiana.edu/xgws/xsoap/xpp/mxp1/",
